Les amphibiens;1521;F, J & S nous expliquent tout sur les grenouilles, les crapauds, les salamandres et autres amphibiens qui peuplent nos mares et nos forêts. L'ancêtre des amphibiens etait un poisson un peu special muni de poumons et de nageoires laterales, qui finirent par se transformer en pattes. Quelle place les amphibiens occupent-ils dans l'histoire de l'evolution ? Entre forêts, jardins et mares, où les trouve-t-on ? Les grenouilles peuvent respirer au travers de leur peau toute fine. Mais comment font-elles ? Et pourquoi sautent-elles si bien ? Si une salamandre se coupe un doigt, celui-ci repousse. Pourquoi ont-elles cette chance et pas nous ? ;La terre et l'univers;Faune;2001
Face aux phasmes;1522;Parmi le million d'especes d'insectes repertoriees, celle des phasmes, dont il existe 2500 variantes, est la plus curieuse.;La terre et l'univers;Faune;2001
Le clonage;2001;Le plus celebre des clones, c'est la brebis ecossaise Dolly qui est nee en 1996. Depuis, on a aussi clone des souris, des porcs, des chevres... Cette semaine, F, J & S nous expliquent tout sur les techniques et les enjeux du clonage, chez l'animal et chez l'homme. Comment fonctionne la reproduction sexuee ? Et comment naissent les vrais jumeaux ? Comment peut-on cloner un individu à partir d'une simple cellule de peau ? Comment peut-on creer grâce au clonage un animal transgenique qui produit des medicaments dans son lait ? Quel pourrait être l'interêt du clonage humain therapeutique ? Comment espere-t-on fabriquer ainsi des tissus de rechange à partir de cellules souches d'embryons ? Serait-il possible de fabriquer ces mêmes tissus à partir de cellules adultes, sans avoir recours au clonage ? ;Sport et sante;Medecine et biologie;2001
Sang pour sang;2001;A quoi ça sert le sang ? De quoi se compose-t-il ? Comment fait-il pour circuler dans tout notre corps ? Que lui arrive-t-il quand il est attaque par un virus ? Et la moelle osseuse, à quoi ça sert ? Que se passe-t-il quand elle fonctionne mal ? CPS nous explique tout sur cet or qui coule dans nos veines. F, J & S ont pousse les portes des etablissements Français du Sang. C'est là que se font les dons. C'est egalement là que le sang est transforme et prepare pour être ensuite transfuse. Mais comment fait-on pour ecarter les risques de transmission des infections ? ;Sport et sante;Medecine et biologie;2001
Le sommeil a rendez-vous avec la Lune;2001;F, J & S nous expliquent tout sur le sommeil. Pourquoi dormons-nous ? Quelles sont les differents sommeils qui rythment nos nuits ? Comment notre horloge interne fonctionne-t-elle ? A quoi sont dus les troubles du sommeil comme le somnambulisme ou la somniloquie ? Comment notre cerveau fabrique-t-il des rêves ?;Sport et sante;Medecine et biologie;2001
Champagne !;2107;Pourquoi y a-t-il des bulles dans le champagne ? Comment obtient-on un vin blanc petillant alors que l'essentiel du raisin utilise est noir ? Et pourquoi melange-t-on des dizaines de vins pour faire un bon champagne ? Tous les pieds du celebre vignoble champenois sont americains et pourtant, ils produisent du raisin français ! D'où vient cet etrange tour de passe-passe ? F, J & S repondent à toutes les questions fondamentales que vous vous posez sur notre vin petillant national. Ils ont suivi la recolte et le pressurage des trois cepages - le Pinot Noir, le Chardonnay et le Pinot Meunier - qui entrent dans la fabrication du celebre breuvage champenois. Nous les retrouvons ensuite dans une grande maison de Champagne. ;Sport et sante;Alimentation et nutrition;2001
La truffe : à la poursuite du diamant noir;2108;F, J & S sont partis dans le Sud-est de la France pour tout decouvrir de la truffe, ce champignon noir et rond qui regale les gastronomes par son goût et ses arômes. Ils se sont lances dans la chasse aux truffes, accompagnes pour l'occasion d'une splendide truie de 180 kilos - delicieusement baptisee Pepette - qui possede un flair remarquable pour denicher ces petites boules noires et odorantes, lovees au creux de la terre. La truffe est le fruit souterrain d'un champignon. Mais où se trouve le reste du champignon ? Comment l'arbre et la truffe qui vit autour de ses racines se sont-ils associes pour echanger des substances nutritives ? Quel est le cycle de vie de la truffe ? Comment l'homme aide-t-il parfois le champignon à coloniser les racines des arbres ? Dans quelles regions françaises trouve-t-on le plus de truffes ? ;Sport et sante;Alimentation et nutrition;2001
L'escalade;2310;Le Mont-Blanc, l'Aiguille du Midi, les Drus, les Grandes Jorasses... Autant de lieux mythiques de l'alpinisme français que F, J & S sont partis explorer afin de nous faire partager les sensations d'un sport extrême : l'escalade. Entre prouesses des plus grands - Catherine Destivelle, Patrick Berhault, François Legrand... - et somptueux paysages, ils nous font decouvrir les techniques et les lois physiques qui se cachent derriere ce sport qui peut faire grimper l'adrenaline au sommet ! Comment les grimpeurs evoluent-ils le long de la paroi lorsqu'ils forment une cordee ? Si un grimpeur chute, quelle force s'exercera sur le mousqueton qui retient la corde ? Quel est l'avantage d'avoir des cordes qui s'allongent ? Et le facteur de chute, comment ça se calcule ? ;Sport et sante;Sport;2001
Pompei;3017;CPS nous guide au cœur de Pompei, une ville fantôme qui nous ramene deux mille ans en arriere, au temps des Romains. La vie s'est brutalement interrompue au 1er siecle apres Jesus-Christ lorsque, le 24 août 79 tres exactement, le Vesuve est entre en eruption. En quelques heures à peine, cette petite ville commerçante a totalement disparu, ensevelie sous plusieurs metres de cendres et de pierres volcaniques. Leurs habitants, surpris au beau milieu de la journee dans leurs activites quotidiennes, n'ont pas eu le temps de fuir. C'est un formidable temoin de la vie sous l'Antiquite que l'on a exhume en fouillant sous les cendres de Pompei. F, J & S nous entraînent à la decouverte de cette sorte de photographie de l'Empire romain du 1er siecle. ;Histoire culture et societe;Histoire archeologie;2001
Voix en fête;3112;La plupart d'entre nous s'en preoccupe peu. Et pourtant, nous l'utilisons tous les jours pour parler, exprimer nos emotions, raconter une histoire, declamer un texte ou chanter... F, J & S nous expliquent tout sur la voix. Matiere premiere de la voix, quel rôle notre souffle joue-t-il ? Pourquoi les hommes ont-ils generalement une voix plus grave que les femmes ? Les chanteurs lyriques, pour emettre des sons aigus, developpent la voix de tête. Quelle difference y a-t-il entre voix de tête et voix de poitrine ? C'est grâce au timbre qu'on reconnaît la voix de quelqu'un sans même le voir. Pourquoi, de la plus celebre à la plus anonyme, chaque voix est-elle unique ? Comment les imitateurs nous font-ils croire qu'ils parlent avec la voix des autres ? A trop forcer sur elle, on peut se retrouver sans voix. Que se passe-t-il alors ?;Histoire culture et societe;Art et spectacle;2001
L'aluminium;4108;Sabine se rend à l'usine Pechiney de Dunkerque afin d'assister à toutes les etapes de la creation de l'aluminium.;Technologie, physique chimie;Technologie et industrie;2001
Le plastique, ça nous emballe !;4109;Le camion de CPS prend la route de la Plastics Vallee. De là, entre Ain et Jura, sortent chaque jour aspirateurs, pare-chocs, lunettes, balles de tennis, robes de haute couture... Autant d'objets qui, tous de plastique vêtus, ont envahi notre quotidien. F, J & S nous expliquent la fabrication et le recyclage des matieres plastiques. Comment à partir du petrole brut recupere-t-on les hydrocarbures qui serviront à faire du plastique ? Qu'est-ce que la polymerisation ? Les sacs plastique et les bouteilles de lait sont en polyethylene. Les stylos à bille et les boîtiers de CD, eux, sont en polystyrene. Quelles sont les differentes familles de plastique ? Comment à partir de granules de plastique fabrique-t-on des objets ? Pourquoi certains plastiques sont-ils durs et d'autres mous ? Combien de temps le plastique met-il pour se degrader ? ;Technologie, physique chimie;Technologie et industrie;2001
Les dirigeables, navires du ciel;4419;L'equipe de CPS a eu le privilege de voler à bord du Zeppelin NT, un dirigeable dernier cri. Sabine a survole la vallee de la Seine à bord de cet engin qui peut atteindre 130 km/h tout en donnant l'impression de flotter doucement dans les airs. En compagnie du pilote français Dominique Maniere, elle nous explique comment se pilote cette drôle de machine qui vole grâce à un gaz plus leger que l'air , l'helium, et qui tient à la fois du bateau , de l'helicoptere , et de l'avion. Soixante ans apres la disparition des dirigeables gigantesques qui sillonnaient le ciel des annees trente, la firme Zeppelin - mere du fameux Hindenburg - espere relancer ce mode de transport. Le Zeppelin NT n'est pour le moment destine qu'au tourisme, mais il pourrait bientôt ouvrir la voie à d'autres types de navires des airs. On parle dejà de monstres volants qui emporteraient de tres lourdes charges d'une maniere à la fois economique et ecologique... ;Technologie, physique chimie;Transport;2001
Les canaux;4607;L'Europe, c'est le paradis des bateliers ! Vingt mille kilometres de voies navigables permettent aux peniches de relier directement Marseille à Rotterdam. F, J & S nous font decouvrir ce maillage extraordinaire, avec ses anciens chemins de halage, ses ecluses et ses ascenseurs à bateaux ! Passant de fleuves en rivieres, de rivieres en canaux, les peniches et autres bateaux à fond plat peuvent parcourir toute l'Europe. A quoi ressemble cette immense toile d'eau ? Pourquoi decoupe-t-on les canaux en des portions qui ressemblent à de grandes piscines. Comment les ecluses fonctionnent-elles ? Et un ascenseur à peniche, comment ça marche exactement ? ;Technologie, physique chimie;Grds travaux et architectures;2001
Noël, c'est completement dinde;9;Jamy, Sabine et Frederic ont prepare un veritable festin pour les fêtes de fin d'annee. Ils ont parcouru la capitale de long en large, à la recherche des meilleurs champagnes, des truffes et autres delices de Noël. Ils en profiteront egalement pour reveler les secrets de la confection de certains de ces produits fins comme la dinde, la langouste ou le foie gras.;Emission speciale;Emission speciale;2002
Le vol à voile : ça plane pour les sorciers !;1011;Un avion sans moteur ni helice, qui vole de ses propres ailes, silencieux et libre comme l’air... F, J & S sont alles planer au dessus des tres belles Alpes de Haute Provence pour nous faire decouvrir un sport riche en sensations fortes : le vol à voile. Ils sont au Centre National de Vol à Voile, à Saint-Auban. Entoures des champions du monde de la discipline, ils nous expliquent les mysteres physiques et techniques de ces planeurs qui plongent la tête la premiere dans les airs pour atteindre leur vitesse de croisiere. Nous decouvrons avec eux comment les pilotes se servent des ascendances thermiques - des colonnes d’air chaud qui montent du sol - et des vagues que forment les masses d’air au-dessus des reliefs pour calculer leur trajectoire et prolonger la duree de leur vol. ;La terre et l'univers;Espace et Astronomie;2002
Les gorges de l'Ardeche : quelle descente !;1106;Pour devaler la riviere d'un canyon vertigineux, nul besoin de s'embarquer pour les etats-Unis ! F, J & S nous emmenent à la decouverte des gorges de l'Ardeche et de leurs magnifiques falaises qui abritent des kilometres de galeries, de grottes et de rivieres souterraines. Entre une descente des rapides et une expedition de speleologie, ils nous expliquent tout de la passionnante histoire geologique de ce canyon. Une histoire qui remonterait à 110 millions d'annees... Comment le paisible lagon qui recouvrait l’Ardeche il y a bien longtemps a-t-il donne naissance au relief escarpe des gorges ? Comment la riviere a-t-elle sculpte l’arche naturelle qui enjambe l’Ardeche ? Comment le plateau calcaire des gorges est-il devenu un veritable gruyere où se cachent grottes et rivieres souterraines ? Et pourquoi certaines galeries souterraines sont-elles si vastes ? ;La terre et l'univers;Geologie;2002
L'Auvergne : une region qui a du cratere !;1226;Difficile d'imaginer que l'Auvergne a connu une activite volcanique extraordinaire pendant plusieurs millions d'annees. Il n'y a plus d’eruptions, plus de coulees de lave... Pourtant, sous les hauts plateaux, sous les dômes arrondis, sous les pitons rocheux et les montagnes escarpees, reposent des centaines de volcans… A bien observer le paysage, on decouvre de multiples indices de leur presence ancienne. F, J & S sont partis sur leurs traces. Ils nous offrent une jolie decouverte de l'Auvergne, et decryptent pour nous les vestiges d'un passe volcanique tumultueux. Une passionnante leçon de geographie et de geologie dans un musee du volcanisme à ciel ouvert ! ;La terre et l'univers;Geographie et geologie;2002
La Cappadoce, une region feerique;1227;F, J & S nous font decouvrir l'histoire geologique et humaine de la Cappadoce, une region exceptionnelle où le vent et l'eau se sont associes pour sculpter sans repit une roche volcanique fragile. En montgolfiere ou à dos d'âne, ils parcourent la Cappadoce pour decouvrir les etrangetes geologiques qui font aujourd'hui la renommee de cette region rurale nichee sur le plateau anatolien, bien loin de l'ancienne cite ottomane d'Istanbul. Ils sont à Göreme, où des moines ont creuse un extraordinaire complexe d'eglises, de bibliotheques, de salles d'etude, aujourd'hui classe patrimoine mondial de l'Humanite. Nous les retrouvons ensuite au cœur des etonnantes cites souterraines. Nous explorons avec eux les passages secrets, les cuisines, les etables et les magasins qui permettaient à des milliers de personnes de tenir des sieges de plusieurs semaines. ;La terre et l'univers;Geographie et geologie;2002
Quand la terre tremble (les seismes);1228;A l’automne 2002, des scientifiques de l’Institut de Physique du Globe de Paris embarquent à bord d’un navire de l’IFREMER. Ils partent etudier - à l’aide d’un robot sous-marin - la faille nord-anatolienne en mer de Marmara. L’equipe de C’est pas sorcier faisait partie du voyage. F, J & S ont suivi cette mission qui avait pour objectif de mieux connaître l’histoire des seismes de cette region et de prevoir les risques de nouveaux tremblements de terre. Ils sont egalement retournes sur les lieux des derniers seismes qui ont secoue la Turquie et sont partis à la rencontre des scientifiques qui - à l’aide d’un reseau de sismometres - surveillent les deplacements de la faille anatolienne. Ils nous expliquent comment - face à ces risques si difficiles à prevoir - s’organisent la prevention et l’information de la population. Nous decouvrons ainsi pourquoi la terre tremble regulierement en certains point de la planete, comment les ondes se propagent sur la croûte terrestre et quelles sont les techniques de constructions parasismiques qui permettent de proteger les populations. ;La terre et l'univers;Geographie et geologie;2002
Cometes et asteroïdes;1229;D'où viennent les etoiles filantes ? C'est quoi exactement, une meteorite ? Et les asteroïdes ? Et les cometes, avec leur queue qui s'etale sur des dizaines de millions de kilometres, d'où viennent-elles ? Sabine part à la chasse aux meteorites. Nous decouvrons avec elle le travail de fourmi qu'exige la recherche de ces cailloux celestes qui renferment un peu de notre histoire. Puis nous la retrouvons à l'Agence Spatiale Europeenne pour decouvrir le satellite Rosetta, qui, apres un voyage spatial de presque 10 ans, devrait venir se placer sur l'orbite de la comete Virtanen pour l'observer de pres. Jamy nous explique comment les asteroïdes sont apparus, pourquoi les etoiles filantes arrivent jusqu'à nous, mais aussi de quoi sont constituees les cometes. ;La terre et l'univers;Geographie et geologie;2002
Au cœur de la forêt tropicale;1311;C’est pas sorcier plonge au cœur de la plus grande forêt tropicale de la planete : la forêt amazonienne. Cette forêt couvre un tiers du continent sud-americain, soit à peu de choses pres la surface des etats-Unis ! Avec plusieurs millions d’especes, la faune et la flore y constituent un patrimoine mondial exceptionnel. F, J & S sont partis à la rencontre de scientifiques du CNRS qui travaillent au beau milieu de la Guyane, dans une forêt primaire qui n’a jamais subi l’influence de l’homme. Nous decouvrons avec eux les tresors insoupçonnes de cette biodiversite hors du commun. Comment le climat influence-t-il la forêt ? Pourquoi les arbres developpent-ils leurs racines tres en surface ? Quelles sont les differentes strates d’une forêt tropicale ? Est-ce juste de dire que la forêt amazonienne est le poumon de notre planete ? Et si, comme on le dit souvent, c’est un piege à carbone qui peut limiter le rechauffement de la planete, faut-il pour autant cesser de l’exploiter ? ;La terre et l'univers;Botanique et agronomie;2002
Mysterieuse mangrove;1312;Les mangroves de la Guyane ont une histoire passionnante. Leur cycle de vie est ici lie à de gigantesques bancs de vase. Ils proviennent d'un fleuve tres actif qui se trouve à plusieurs centaines de kilometres de là : l'Amazone, le plus grand bassin fluvial du monde. Il faut ensuite une vegetation extravagante, capable de fixer ses graines dans une vase mouvante, de puiser sa nourriture au milieu de l'eau salee et de pousser en un claquement de doigts. Là, ce sont les paletuviers qui entrent en scene ! F, J & S sont partis explorer les mangroves qui s'etendent sur des dizaines de kilometres le long des côtes guyanaises. Ils nous expliquent comment sont apparues ces etranges forêts. Ils s'enfoncent ensuite dans la reserve naturelle du marais de Kaw pour en decouvrir la faune singuliere. Ils sont notamment partis sur les traces du caïman noir qui, chasse à outrance pour la beaute de sa peau, est aujourd'hui menace de disparaître du continent sud-americain. ;La terre et l'univers;Botanique et agronomie;2002
Le tresor des tourbieres;1313;A premiere vue, ce ne sont que de banals marecages... Et pourtant, les tourbieres regorgent de tresors insoupçonnes. Ces zones humides abritent une faune et une flore rares et passionnantes. Et surtout, la matiere organique s'y degrade peu. Il s'y cache parfois – intacts - des pollens vieux de 12 000 ans, qui nous aident à retracer l'histoire de nos climats. On peut aussi y faire de plus troublantes decouvertes, comme le cadavre - en parfait etat de conservation - d'un homme mort il y a 2000 ans… Pourquoi certains lacs se transforment-ils en tourbiere ? Et comment les plantes font-elles pour coloniser la surface de l'eau? Comment se nourrissent-elles ? Que se passe-t-il une fois que la tourbe a colonise tout le lac ? Et les plantes carnivores des tourbieres, comment font-elles pour emprisonner et digerer leur proies ? F, J & S sont en Auvergne et nous font decouvrir les secrets de ces tourbieres injustement meconnues. ;La terre et l'univers;Botanique et agronomie;2002
Les courses hippiques;1523;C’est pas sorcier nous devoile les coulisses des courses hippiques, entre calculs de probabilites et petites leçons d’anatomie chevaline. Fred est à Chantilly pour decouvrir l’entraînement de 2500 champions qui, lances sur la piste de l’hippodrome, devront realiser de veritables prouesses. Depuis Longchamp, entre la pesee des jockeys, les contrôles antidopage et la photo finish, il nous explique ce qui se cache derriere les 6 milliards d’euros que les turfistes investissent chaque annee dans les paris. Comment peut-on reconnaître un pur-sang alors que cette « race » n’existe pas dans la nature ? Pourquoi les muscles d’un sprinter et ceux d’un specialiste de la course longue ne fonctionnent-ils pas de la même maniere ? Comment peut-on calculer ses chances de gagner au tierce ? Qu’on parie dans l’ordre ou dans le desordre, qu’est-ce que ça change à nos calculs ? Où passent les 2 milliards d’euros d’ecart entre la somme des paris et le montant des gains touches par les turfistes ? ;La terre et l'univers;Faune;2002
Les serpents, des reptiles qui ont du charme;1524;Sans pattes, comment les serpents font-ils pour avancer ? A quoi leur sert la langue fourchue qu'ils agitent tout le temps ? D'où vient leur venin ? Comment arrivent-ils à manger des proies beaucoup plus grosses qu'eux ? C'est vrai que les serpents sont sourds comme des pots ? F, J & S nous font decouvrir l'univers de ces reptiles beaucoup plus sympathiques qu'on ne l'imagine. Entre cobras à lunettes, pythons constricteurs, bebes boas et couleuvres multicolores, ils nous presentent les locataires de l'île aux serpents, un parc zoologique proche de Poitiers. Nous les retrouvons dans la forêt de Chize pour decouvrir avec eux les onze especes de serpents qui vivent en France et ce qu'il faut faire en cas de morsure. ;La terre et l'univers;Faune;2002
Les termites;1525;Les termites ne sont pas seulement les devoreurs des charpentes de nos maisons... Ce sont surtout des architectes hors pair et d’indispensables recycleurs ! Si on se penche un peu sur ces minuscules bestioles, on decouvre des insectes sociaux passionnants, qui, avec leurs reines et leurs rois, leurs nurses, leurs soldats, leurs maçons et même leurs cultivateurs, n’ont rien à envier aux abeilles et aux fourmis ! CPS nous fait decouvrir l'univers de ces petites bêtes gourmandes, à la fois utiles et encombrantes. ;La terre et l'univers;Faune;2002
Les tortues : quand les carapaces passent;1526;Cousine du serpent, du crocodile et du lezard, la tortue est apparue à peu pres en même temps que les dinosaures. Apres plus de 200 millions d'annees d'evolution, la voici aujourd'hui qui, toujours armee de sa precieuse carapace, bat tranquillement des records de longevite parmi les vertebres… Notre paisible reptile a conquis le tiers des oceans et la moitie des terres emergees, supportant sans difficulte la vie dans le desert, se cachant dans les fonds boueux des marais, ou parcourant des milliers de kilometres à travers les oceans, lance dans de tres longues migrations. Entre Guyane et Corse, F, J & S nous font decouvrir l’univers de ces passionnantes vieilles dames à carapace. D’où vient la carapace des tortues ? Comment font-elles pour disparaître à l'interieur de cette drôle de boîte d’os ? Quelles routes les tortues Luth empruntent-elles quand elles migrent ? Comment le magnetisme terrestre les guide-t-il sur leur chemin ? ;La terre et l'univers;Faune;2002
L'effet de serre : coup de chaud sur la planete;1608;Fred, S & J s’interrogent sur le rechauffement de la planete et decident d’enquêter sur son principal responsable : l’effet de serre. Quel est cet etrange phenomene qui fait fondre les glaciers, monter le niveau des mers, et declenche cyclones et tempêtes ? Les sorciers decident d’en savoir plus. A bord d’un avion de Meteo France, Sabine effectue quelques mesures pour nous expliquer d’où viennent ces fâcheux gaz à effet de serre. Elle retrouve ensuite les scientifiques du laboratoire de Meteorologie Dynamique de Jussieu pour reflechir avec eux sur ce que sera le climat de demain et ses consequences sur la planete. Pourquoi les gaz à effet de serre, pourtant indispensables à l’equilibre naturel, peuvent-ils devenir nuisibles ? Quelle est la part de responsabilite de l’homme dans l’augmentation de ces gaz ? Si le niveau des mers montait, quelles en seraient les consequences sur le climat ? Les engagements pris à Kyoto pourront-ils changer quelque chose ? ;La terre et l'univers;Environnement;2002
Nouvelles energies : la planete carbure au vert;1609;On n'y fait pas tres attention, mais chaque jour nous consommons de l'energie. Beaucoup d'energie ! Il suffit de prendre sa voiture, et aussitôt, ce sont quelques litres de petrole qui partent en fumee. Rester tranquillement devant sa tele, acheter son journal ou se faire couler un bon bain, c'est encore consommer. Imaginez ! Chacun de nous brûle en une seule annee l'equivalent de quatre tonnes de petrole... Et pendant ce temps, l'effet de serre augmente, la planete se rechauffe, les dechets nucleaires s'accumulent et les energies fossiles, elles, diminuent. Si rien n'est fait, nous allons non seulement vider les reserves de la Terre, mais nous risquons aussi de detraquer definitivement le climat de notre planete. Entre eoliennes, energie solaire et piles à combustible, F, J & S nous parlent des nouvelles energies vertes et s’interrogent sur le rôle qu’elles pourront jouer dans notre consommation de demain. ;La terre et l'univers;Environnement;2002
L'eau en danger;1610;Parce qu'elle coule à flot, on a tendance à oublier que l'eau est un bien precieux. Dans les pays industrialises, la qualite de l'eau douce se degrade. Les eaux de surface et - en sous-sol - celles des nappes phreatiques, sont de plus en plus polluees. F, J & S sont partis à la rencontre d’eleveurs et d’agriculteurs bretons pour essayer de comprendre comment on en est arrive là. Entre nitrates, pesticides et phosphates, ils nous exposent les solutions qui pourraient enrayer cette tendance. Quel circuit l’eau potable suit-elle avant d’arriver à notre robinet ? D’où viennent les nitrates qui sont entraînes vers les rivieres et les nappes phreatiques ? Quelles mesures sanitaires permettent de contrôler leur presence dans l’eau et dans les legumes que nous consommons ? Quelles parades a-t-on trouvees pour eviter le ruissellement des pesticides ? Comment debarrasse-t-on l’eau des nitrates, pesticides et bacteries en tous genres ? Qu’est-ce qui se cache derriere nos factures d’eau ? ;La terre et l'univers;Environnement;2002
ecoute ce que je vois (les aveugles);2001;Sur dix personnes atteintes d’une deficience visuelle, deux seulement sont plongees dans le noir absolu. Les autres ont des manieres de voir tres diverses... et parfois surprenantes. Certains sont eblouis par le moindre rai de lumiere. D’autres voient comme au travers du canon d’un fusil. D’autres encore sont gênes par une tache noire, qui les empêche par exemple de distinguer les traits d’un visage… F, J & S nous expliquent ce qui se passe quand notre œil tombe en panne. Ils sont partis à la rencontre de personnes atteintes d’une deficience visuelle qui temoignent de leur vie quotidienne.;Sport et sante;Medecine et biologie;2002
Les Sorciers coupent le cheveu en quatre;2001;Il paraît que nous avons autant de poils que les singes… Mais à quoi cette discrete fourrure peut-elle bien nous servir ? Blond, noir, roux ou gris… D'où nous viennent toutes ces couleurs de cheveux ? Pourquoi certaines personnes ont-elles les cheveux crepus alors que d'autres les ont raides comme des baguettes ? Et la calvitie, pourquoi touche-t-elle plus frequemment les hommes que les femmes ? Sabine s'est glissee dans la peau d'une apprentie coiffeuse. Elle soumet ses cheveux – et ceux de Jamy… - à toutes sortes de traitements, n'hesitant pas à commettre quelques sacrileges. Au rythme de ses coups de ciseaux, elle nous explique les caracteristiques de ces quelque 120 000 tiges de keratine qui recouvrent notre tête. Nous la retrouvons dans les laboratoires d'un grand fabricant de cosmetiques. L'œil rive au microscope, elle explore le cheveu en profondeur. Nous decouvrons avec elle les nuances qui distinguent les grandes varietes de chevelures dans le monde. ;Sport et sante;Medecine et biologie;2002
Dent pour dent;2001;Quand on est petit et qu’on perd ses dents de lait, d’où surgissent ces dents toutes neuves et presque aussi grosses que celles des adultes ? Pourquoi le sucre provoque-t-il des caries ? C’est quoi la plaque dentaire ? Pourquoi ne sommes-nous pas egaux devant les problemes de dents ? Et les amalgames qui contiennent du mercure, est-ce qu’ils sont dangereux pour la sante ? F, J & S nous expliquent tout sur les incisives, les canines, les molaires, les dents de lait ou de sagesse… Bref, sur tous ces petits instruments mineralises qui, avec le temps, se sont adaptes à notre regime d’omnivores ! Une emission de prevention pour petits et grands;Sport et sante;Medecine et biologie;2002
Des sorciers bien dans leur peau;2001;Pourquoi les hommes n'ont-ils pas tous la même couleur ? Pourquoi la peau plisse-t-elle quand on reste trop longtemps dans son bain ? Pourquoi transpire-t-on ? Qu'est-ce que c'est la keratine ? Pourquoi notre peau est-elle impermeable ? Et l’acne, d’où ça vient ? F, J & S nous disent tout sur cette peau qui - grâce à ses 200 000 terminaisons nerveuses - nous informe sans cesse sur le monde qui nous entoure, tout en nous protegeant des agressions exterieures. Ils sont au centre de thalassotherapie d’Ouistreham. Entre cabines de bronzage, seances de jacuzzi et soins du visage, ils nous expliquent le rôle de la peau et ses multiples particularites. Pour voir les choses d’un peu plus pres, Sabine s’est egalement rendue dans les laboratoires d’un grand groupe de cosmetiques. ;Sport et sante;Medecine et biologie;2002
Bille en tête (le billard);2311;Des billes qui s’entrechoquent ou se contournent, d’autres qui sautent les unes par dessus les autres ou se mettent à glisser et tourner sur elles-mêmes pour atteindre une cible a priori inaccessible... Avec ses figures et ses trajectoires incroyables, le billard obeit à des regles scientifiques passionnantes à decouvrir. F, J & S nous expliquent tout de la mecanique des chocs qui permettent de realiser des snooks, des jumps ou des retros... ! Ils se sont entoures de champions de la discipline pour nous faire decouvrir les positions, les tactiques et le materiel qui permettent - avec un peu d’entraînement...- de realiser de veritables prouesses. ;Sport et sante;Sport;2002
Ski, surf and Sun;2312;Fini le ski de papa ! Adieu vieux skis en bois, fixations à lanieres, peaux de phoque et chaussures-brodequins… Toutes les folies sont permises ! F, J & S nous offrent un petit panorama des techniques qui nous permettent aujourd'hui de nous elancer sur les pistes, tout schuss et sans soucis ! Sabine et Fred nous font decouvrir les joies des nouvelles techniques de glisse et nous mettent en garde contre leurs petits desagrements. L'arrivee des skis paraboliques - beaucoup plus directionnels que les skis droits - a revolutionne la maniere de skier des champions comme des debutants. Mais attention, une chute ou une collision ça peut faire tres mal ! Et à ce petit jeu-là, l'entorse du genou est reine. Mais du ski au surf, les blessures ne sont pas les mêmes… Jamy nous explique par quelle magie les skis paraboliques nous permettent d'effectuer des courbes presque aussi belles que celles des champions, mais aussi comment fonctionnent et se reglent les fixations pour eviter les jambes cassees et les entorses du genou. ;Sport et sante;Sport;2002
Les Amerindiens de Guyane, des peuples oublies;3018;Premiers habitants du nouveau continent, les Amerindiens sont arrives en Guyane il y a plus de 10 000 ans. Quand Christophe Colomb y debarque, en 1498, ce sont des dizaines de milliers d'entre eux qui vivent là, organises en veritables nations - avec leurs villages, leurs echanges economiques, leurs guerres… Aujourd'hui, ils ne sont plus que 6000. F, J & S sont partis à la rencontre de l'un des six peuples amerindiens qui existent encore en Guyane : les Wayanas. Fuyant les massacres et les epidemies engendres par la colonisation, les Wayanas se sont enfonces dans la forêt. Quelques siecles plus tard, ils s'y trouvent encore. CPS nous raconte comment ils vivent aujourd'hui. ;Histoire culture et societe;Histoire archeologie;2002
Istanbul, c'est Byzance !;3019;Capitale imperiale durant 16 siecles, Istanbul a partage le destin de trois grands empires – romain, byzantin et ottoman - et regne sur trois continents – l'Europe, l'Asie et l'Afrique. Baptisee Byzance par les Grecs, devenue Constantinople quelques siecles plus tard, la ville d'Istanbul a connu trois noms fameux, qui aujourd'hui encore se font l'echo de l'incroyable richesse de son histoire. Durant des siecles, la ville est restee le point de passage privilegie pour les voyageurs – pelerins, commerçants ou soldats – et les marchandises – epices, soie, metaux precieux ou fourrures – qui transitaient entre l'Europe et l'Asie. F, J & S reviennent sur l'histoire de cette ville cosmopolite, situee aux portes de l'Orient et de l'Occident, et qui fut tantôt chretienne, tantôt musulmane. ;Histoire culture et societe;Histoire archeologie;2002
